,ucl_id,operator_intid,operator_altid,operator_name,lat,lon,initial_bikes,initial_size,curr_bikes,curr_size,created_dt,updated_dt,neighbors_1,neighbors_2
760,455,455,455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,8,17,14,17,2012-03-12 11:20:17,2020-02-14 17:38:02,[],"[473, 504, 586, 474, 477]"
761,330,330,330,"Eastbourne Mews, Paddington",51.516417,-0.179135,23,34,20,34,2010-08-06 01:00:00,2020-02-14 17:38:02,"[186, 164, 290]","[186, 290, 164, 279, 397]"
762,784,784,784,"East Village, Queen Elizabeth Olympic Park",51.546326,-0.009935,23,34,15,34,2016-01-27 12:36:03,2020-02-14 17:38:02,[],"[787, 786, 785, 790, 788]"
763,547,547,547,"East India DLR, Blackwall",51.509474,-0.002275,42,51,5,51,2012-03-12 11:20:17,2020-02-14 17:38:02,[],"[538, 554, 530, 526, 516]"
764,50,50,50,"East Road, Hoxton",51.528673,-0.08745900000000001,2,27,19,27,2010-08-06 01:00:00,2020-02-14 17:38:02,"[63, 327, 328, 319]","[319, 327, 328, 63, 31]"
765,1,1,1,"River Street , Clerkenwell",51.529163,-0.109971,1,19,7,19,2010-08-06 01:00:00,2020-02-14 17:38:01,"[170, 254, 189]","[170, 189, 254, 264, 204]"
766,794,794,794,"Lansdowne Way Bus Garage, Stockwell",51.474567,-0.12458,1,28,0,28,2016-04-13 18:58:02,2020-02-08 10:18:02,"[669, 772, 808]","[808, 669, 772, 814, 676]"
767,216,216,216,"Old Brompton Road, South Kensington",51.490946,-0.18119100000000002,10,16,0,30,2010-08-06 01:00:00,2020-02-04 12:30:02,[187],"[187, 405, 231, 171, 589]"
768,808,808,808,"Stockwell Roundabout, Stockwell",51.473486,-0.122556,0,33,0,33,2016-04-05 15:22:01,2020-02-04 11:12:02,"[814, 772, 794]","[772, 794, 814, 669, 630]"
769,355,355,355,"Oval Way, Vauxhall",51.486575,-0.11728599999999999,15,21,0,21,2015-05-21 15:06:02,2020-02-04 10:04:02,"[352, 305]","[352, 305, 437, 86, 270]"
770,487,487,487,"Canton Street, Poplar",51.511811,-0.025626,8,23,0,23,2012-03-12 11:20:17,2020-01-20 16:04:05,"[510, 482]","[482, 510, 469, 716, 460]"
771,400,400,400,"George Street, Marylebone",51.517703000000004,-0.154106,14,27,0,27,2011-06-29 15:40:02,2020-01-17 20:48:02,"[210, 514, 121]","[210, 514, 121, 403, 56]"
772,161,161,161,"Guildhouse Street, Victoria",51.492346000000005,-0.141334,12,16,0,16,2010-08-06 01:00:00,2020-01-15 08:22:02,"[148, 320, 268, 243, 178]","[320, 243, 148, 268, 178]"
773,492,492,492,"The Green Bridge, Mile End",51.524677000000004,-0.03562,31,63,1,63,2012-03-12 11:20:17,2020-01-12 18:10:03,[522],"[522, 467, 518, 550, 491]"
774,805,805,805,"Bevington Road, North Kensington",51.520069,-0.20633800000000002,0,27,0,27,2016-06-23 21:12:02,2019-12-07 09:24:07,"[643, 807]","[643, 807, 758, 661, 742]"
775,752,752,752,"Manfred Road, East Putney",51.458165,-0.206002,4,29,0,29,2014-02-19 18:15:01,2019-11-15 00:00:07,[704],"[704, 767, 728, 688, 743]"
776,591,591,591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.22422399999999998,12,27,0,27,2012-03-12 11:20:17,2019-09-27 12:38:02,[],"[566, 571, 667, 613, 736]"
777,539,539,539,"Hoxton Station, Hoxton",51.531090999999996,-0.075901,0,22,0,22,2015-05-21 14:56:02,2019-08-21 11:10:02,[96],"[96, 401, 588, 466, 463]"
778,290,290,290,"Winsland Street, Paddington",51.51678,-0.175489,2,15,0,15,2010-08-06 01:00:00,2019-08-16 09:08:02,"[186, 279, 330]","[186, 279, 330, 370, 265]"
779,832,832,832,"Ferndale Road, Brixton. ",51.464019,-0.115782,3,30,11,30,2018-02-08 10:48:02,2019-08-05 14:32:02,[],"[831, 833, 829, 830, 814]"
780,474,474,474,"Castalia Square, Cubitt Town",51.498125,-0.011457,17,39,0,39,2012-03-12 11:20:17,2019-07-29 11:32:02,"[504, 563]","[563, 504, 455, 494, 473]"
781,753,753,753,"Hammersmith Town Hall, Hammersmith",51.492637,-0.234094,21,28,0,28,2014-02-19 18:15:01,2019-07-29 08:28:02,[668],"[668, 730, 598, 682, 775]"
782,497,497,497,"Merchant Street, Bow",51.526177000000004,-0.027468,0,27,0,27,2016-06-21 09:14:02,2019-07-08 10:06:02,[498],"[498, 467, 472, 470, 492]"
783,247,247,247,"St. John's Wood Church, The Regent's Park",51.530052000000005,-0.16831400000000002,29,50,0,50,2015-05-21 14:48:02,2019-07-08 09:54:02,"[363, 590]","[363, 590, 110, 7, 60]"
784,305,305,305,"Kennington Lane Tesco, Vauxhall",51.486779999999996,-0.115854,10,14,0,15,2010-08-06 01:00:00,2019-07-01 21:42:03,"[352, 355]","[352, 355, 86, 437, 144]"
785,818,818,818,"One Tower Bridge, Bermondsey",51.503128000000004,-0.07865599999999999,3,13,0,13,2016-05-19 15:22:01,2019-06-30 21:32:02,"[85, 278]","[278, 85, 298, 706, 314]"
786,788,788,788,"Copper Box Arena, Queen Elizabeth Olympic Park",51.544836,-0.019525,16,33,0,33,2016-01-27 14:02:01,2019-05-22 21:38:02,[816],"[816, 787, 812, 783, 786]"
787,175,0,0,"Worship Street, Shoreditch",51.521772999999996,-0.08111900000000001,12,26,24,51,2018-08-29 11:00:03,2019-04-26 11:48:03,"[122, 41, 323, 3]","[122, 41, 323, 3, 140]"
788,259,259,259,"Bourne Street, Belgravia",51.491495,-0.154005,2,16,16,16,2018-04-12 11:16:02,2019-03-04 10:36:03,[5],"[5, 423, 424, 395, 211]"
789,224,224,224,"Whiteley's, Bayswater",51.51477,-0.18813,6,16,0,16,2010-08-06 01:00:00,2018-12-09 22:02:03,"[261, 105, 568]","[105, 568, 261, 584, 176]"
790,659,659,659,"Grant Road West, Clapham Junction",51.464371,-0.174619,32,56,0,56,2014-02-19 18:15:01,2018-11-18 09:18:04,"[734, 735, 672]","[672, 735, 734, 744, 673]"
791,672,672,672,"Grant Road Central, Clapham Junction",51.464688,-0.173657,14,28,0,28,2014-02-19 18:15:01,2018-11-18 08:52:04,"[734, 735, 659]","[735, 659, 734, 744, 638]"
792,778,0,0,Pop Up Dock 1,51.518086,0.0023420000000000003,0,11,1,11,2018-09-25 09:28:03,2018-09-26 09:30:04,[],"[554, 519, 547, 523, 538]"
793,482,482,482,"Thornfield House, Poplar",51.509843,-0.02377,15,26,0,26,2012-03-12 11:20:17,2018-08-14 10:46:03,"[510, 487]","[510, 487, 448, 469, 811]"
794,304,304,304,Pop Up Dock 1,51.452415,-0.101996,10,11,0,11,2018-05-12 12:16:03,2018-05-13 21:10:02,[],"[833, 832, 831, 829, 830]"
795,725,725,725,"Thessaly Road North, Wandsworth Road",51.477323,-0.138749,7,28,0,28,2015-05-21 15:28:02,2018-04-30 12:44:02,[],"[631, 614, 817, 714, 602]"
