"system","ucl_id","operator_intid","operator_altid","operator_name","notes","lat","lon","initial_bikes","initial_size","curr_bikes","curr_size","created_dt","updated_dt","updated_dt_nonzerobikes","pedelec","operator_installflag","operator_lockflag","operator_tempflag"
"london","343","343","343","London Zoo Car Park, The Regent's Park",,"51.536922","-0.150181","29","36","5","36","2015-05-21 14:50:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","271","0","0","London Zoo Entrance Car Park","Added from csv snapshot file s8_20101008","51.535836","-0.156285","9","32","9","32","2010-10-08 01:00:00","2010-10-08 01:00:00","2010-10-08 01:00:00","0","1","0","0"
"london","271","271","271","London Zoo,  The Regent's Park",,"51.535836","-0.156285","29","32","0","32","2015-05-21 14:38:01","2020-02-14 17:38:02","2020-02-14 16:26:02","0","1","0","0"
"london","271","271","271","London Zoo, Regents Park",,"51.535836","-0.156285","5","32","29","32","2013-07-09 11:26:09","2015-05-21 14:36:01","2015-05-21 14:36:01","0","1","0","0"
"london","308","308","308","Long Lane , Bermondsey",,"51.499076","-0.085666","2","20","5","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","76","76","76","Longford Street, Regent's Park",,"51.525595","-0.144084","6","16","8","21","2010-08-06 01:00:00","2015-05-21 14:46:02","2015-05-21 14:46:02","0","1","0","0"
"london","76","76","76","Longford Street, The Regent's Park",,"51.525595","-0.144084","8","21","6","21","2015-05-21 14:48:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","363","363","363","Lord's, St. John's Wood",,"51.529121","-0.171185","0","24","0","24","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 16:34:02","0","1","0","0"
"london","746","746","746","Lots Road, West Chelsea",,"51.479574","-0.179039","17","24","4","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","347","347","347","Lower Marsh, Waterloo",,"51.500139","-0.113936","3","17","13","17","2010-10-08 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","276","276","276","Lower Thames Street, Monument",,"51.509302","-0.084985","10","24","8","24","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","262","0","0","LSBU (Borough Road), Elephant & Castle","Added from csv snapshot file s5_20110201","51.498745","-0.103133","29","35","8","35","2010-08-06 01:00:00","2011-06-29 15:40:02","2011-02-01 00:00:00","0","1","0","0"
"london","262","262","262","LSBU (Borough Road), Elephant &amp; Castle",,"51.498745","-0.103133","22","35","10","35","2011-08-16 12:12:53","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","823","823","823","LSP1",,"51.532246","-0.111588","0","0","0","0","2017-05-26 09:04:02","2017-05-26 11:56:03",NULL,"0","0","0","0"
"london","351","351","351","Macclesfield Rd, St Lukes",,"51.529423","-0.097122","7","28","5","28","2011-02-01 00:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","687","687","687","Maclise Road, Olympia",,"51.497608","-0.211456","12","26","5","26","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","8","0","0","Maida Vale, Maida Vale",,"51.529857","-0.183486","1","39","5","39","2018-10-31 11:10:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","12","12","12","Malet Street, Bloomsbury",,"51.521681","-0.130432","25","40","26","49","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","208","208","208","Mallory Street, Marylebone",,"51.525052","-0.166304","7","20","5","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","472","472","472","Malmesbury Road, Bow",,"51.529452","-0.027616","11","21","15","21","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","599","599","599","Manbre Road, Hammersmith",,"51.485743","-0.223616","2","28","8","28","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","752","752","752","Manfred Road, East Putney",,"51.458165","-0.206002","4","29","0","0","2014-02-19 18:15:01","2019-11-15 00:00:07","2019-11-14 22:42:06","0","1","0","0"
"london","529","529","529","Manresa Road, Chelsea",,"51.486892","-0.170983","10","18","7","18","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","492","0","0","Maplin Street, Mile End",,"51.525501","-0.032267","5","39","9","39","2020-01-29 15:08:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","492","0","0","Maplin Street, Tower Hamlets",,"51.525501","-0.032267","2","39","4","39","2020-01-16 12:30:03","2020-01-29 15:06:02","2020-01-29 15:06:02","0","1","0","0"
"london","204","204","204","Margery Street, Clerkenwell",,"51.526600","-0.112433","10","19","8","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","384","384","384","Marloes Road, Kensington",,"51.496481","-0.192404","7","15","14","15","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","408","0","0","Marylebone Flyover, Paddington","Added from csv snapshot file s4_201108","51.519943","-0.170704","0","40","22","40","2011-06-29 15:40:02","2011-11-29 17:01:06","2011-08-16 12:12:53","0","1","0","0"
"london","301","301","301","Marylebone Lane, Marylebone",,"51.514760","-0.148105","17","24","18","24","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","795","795","795","Melton Street, Camden",,"51.527500","-0.134849","0","0","1","28","2016-02-22 11:24:06","2016-03-31 14:00:01","2016-03-31 14:00:01","0","1","0","0"
"london","795","795","795","Melton Street, Euston",,"51.527500","-0.134849","1","28","10","28","2016-03-31 14:02:02","2016-04-03 03:42:02","2016-04-03 03:42:02","0","1","0","0"
"london","795","795","795","Melton Street, Euston",,"51.527566","-0.134849","10","28","0","28","2016-04-03 03:44:02","2018-06-09 08:08:03","2018-06-09 03:30:04","0","1","0","0"
"london","497","0","0","Merchant Street, Bow",,"51.526149","-0.027397","0","27","3","27","2019-07-08 10:08:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","497","497","497","Merchant Street, Bow",,"51.526177","-0.027468","0","27","0","27","2016-06-21 09:14:02","2019-07-08 10:06:02","2019-07-08 08:14:02","0","1","0","0"
"london","497","497","497","Merchant Street, Bow",,"51.526535","-0.028619","1","27","0","27","2016-06-15 09:10:02","2016-06-15 09:46:01","2016-06-15 09:46:01","0","1","0","0"
"london","704","704","704","Mexfield Road, East Putney",,"51.456821","-0.202802","0","18","0","18","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 12:58:04","0","1","0","0"
"london","731","731","731","Michael Road, Walham Green",,"51.477276","-0.189210","2","37","10","37","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","763","763","763","Mile End Park Leisure Centre, Mile End",,"51.520597","-0.032567","34","47","7","47","2015-01-12 21:14:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","712","712","712","Mile End Stadium, Mile End",,"51.518541","-0.034904","15","22","12","22","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","183","0","0","Milford Lane, Temple","Added from csv snapshot file s4_201108","51.512010","-0.112988","10","18","10","18","2010-08-06 01:00:00","2011-11-29 17:01:06","2011-08-16 12:12:53","0","1","0","0"
"london","183","183","183","Milford Lane, Temple (REMOVED)",,"51.482362","-0.136124","0","24","0","24","2015-06-15 15:36:02","2015-06-15 15:48:02","2015-06-15 15:48:02","0","0","0","0"
"london","376","376","376","Millbank House, Pimlico",,"51.491884","-0.125675","20","24","17","24","2013-07-09 11:26:09","2015-05-21 14:36:01","2015-05-21 14:36:01","0","1","0","0"
"london","376","376","376","Millbank Tower, Pimlico",,"51.491884","-0.125675","19","22","0","24","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:02:02","0","1","0","0"
"london","366","366","366","Millennium Hotel, Mayfair",,"51.510919","-0.151126","23","26","5","27","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","473","473","473","Millharbour, Millwall",,"51.496137","-0.019355","9","19","2","19","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","195","195","195","Milroy Walk, South Bank",,"51.507244","-0.106238","3","30","19","30","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","783","783","783","Monier Road",,"51.540311","-0.021630","0","0","11","27","2015-11-26 09:26:01","2016-01-12 14:48:02","2016-01-12 14:48:02","0","1","0","0"
"london","783","783","783","Monier Road, Hackney Wick",,"51.540312","-0.021630","20","27","10","27","2016-01-27 14:02:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","783","783","783","Monier Road, Newham",,"51.540311","-0.021630","11","27","26","27","2016-01-12 14:50:02","2016-01-21 10:00:02","2016-01-21 10:00:02","0","1","0","0"
"london","783","783","783","Monier Road, Newham",,"51.540312","-0.021630","26","27","20","27","2016-01-21 10:02:02","2016-01-27 14:00:02","2016-01-27 14:00:02","0","1","0","0"
"london","551","551","551","Montgomery Square, Canary Wharf",,"51.503447","-0.016233","19","39","14","39","2012-03-12 11:20:17","2017-08-08 14:02:03","2017-08-08 14:02:03","0","1","0","0"
"london","292","292","292","Montpelier Street, Knightsbridge",,"51.498884","-0.165472","11","16","10","16","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","709","709","709","Montserrat Road , Putney",,"51.463211","-0.215551","22","23","14","23","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","587","587","587","Monument Street, Monument",,"51.509640","-0.084970","13","22","8","22","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","386","386","386","Moor Street, Soho",,"51.513528","-0.130111","12","15","16","16","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","215","215","215","Moorfields, Moorgate",,"51.519069","-0.088285","16","26","31","54","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","629","0","0","More Street, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 03:40:03","2019-05-03 03:40:03","2019-05-03 03:40:03","0","1","0","0"
"london","629","0","0","Morie  Street, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 03:29:12","2019-05-03 03:29:12","2019-05-03 03:29:12","0","1","0","0"
"london","629","0","0","Morie reet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-02 22:12:06","2019-05-02 22:12:06","2019-05-02 22:12:06","0","1","0","0"
"london","629","0","0","Morie Sreet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-02 22:41:47","2019-05-02 22:41:47","2019-05-02 22:41:47","0","1","0","0"
"london","629","0","0","Morie Stet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 02:52:08","2019-05-03 02:52:08","2019-05-03 02:52:08","0","1","0","0"
"london","629","0","0","Morie Streedsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 17:43:06","2019-05-02 17:43:06","2019-05-02 17:43:06","0","1","0","0"
"london","629","0","0","Morie Streeet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 05:26:14","2019-05-03 05:26:32","2019-05-03 05:26:32","0","1","0","0"
"london","629","0","0","Morie Street, t, Wandsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 16:42:16","2019-05-02 16:42:16","2019-05-02 16:42:16","0","1","0","0"
"london","629","0","0","Morie Street, W, Wandsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 17:38:16","2019-05-02 17:38:16","2019-05-02 17:38:16","0","1","0","0"
"london","629","0","0","Morie Street, Waandsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 16:38:18","2019-05-02 16:38:18","2019-05-02 16:38:18","0","1","0","0"
"london","629","0","0","Morie Street, Wandndsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 16:54:27","2019-05-02 16:54:27","2019-05-02 16:54:27","0","1","0","0"
"london","629","0","0","Morie Street, Wandsworth",,"5.459954","-0.190184","14","28","14","28","2019-05-02 23:32:20","2019-05-02 23:32:20","2019-05-02 23:32:20","0","1","0","0"
"london","629","0","0","Morie Street, Wandsworth",,"51.459538","-0.190184","10","28","10","28","2019-05-02 16:08:11","2019-05-02 16:08:11","2019-05-02 16:08:11","0","1","0","0"
"london","629","629","629","Morie Street, Wandsworth",,"51.459954","-0.190184","22","28","23","28","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","629","0","0","Morie Street, Wandsworth",,"511.459954","-0.190184","14","28","14","28","2019-05-02 23:38:08","2019-05-02 23:38:08","2019-05-02 23:38:08","0","1","0","0"
"london","629","0","0","Morie Street, Wandsworth",,"551.459954","-0.190184","14","28","14","28","2019-05-02 23:47:39","2019-05-02 23:47:39","2019-05-02 23:47:39","0","1","0","0"
"london","629","0","0","Morie StreeWandsworth",,"51.459954","-0.190184","10","28","10","28","2019-05-02 17:28:07","2019-05-02 17:28:07","2019-05-02 17:28:07","0","1","0","0"
"london","629","0","0","Morie Stret, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 02:02:17","2019-05-03 02:58:49","2019-05-03 02:58:49","0","1","0","0"
"london","629","0","0","Morie Strreet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 02:36:40","2019-05-03 03:06:21","2019-05-03 03:06:21","0","1","0","0"
"london","629","0","0","Moriee Street, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 04:14:16","2019-05-03 04:15:40","2019-05-03 04:15:40","0","1","0","0"
"london","629","0","0","MoriStreet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-03 04:20:06","2019-05-03 04:20:06","2019-05-03 04:20:06","0","1","0","0"
"london","629","0","0","MorStreet, Wandsworth",,"51.459954","-0.190184","14","28","14","28","2019-05-02 22:25:40","2019-05-02 22:25:40","2019-05-02 22:25:40","0","1","0","0"
"london","470","470","470","Mostyn Grove, Bow",,"51.530535","-0.025492","5","46","3","46","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","586","586","586","Mudchute DLR, Cubitt Town",,"51.490645","-0.014582","24","31","4","31","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","63","63","63","Murray Grove , Hoxton",,"51.530890","-0.089783","18","27","2","27","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","126","126","126","Museum of London, Barbican",,"51.517821","-0.096497","35","52","32","52","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","623","623","623","Nantes Close, Clapham Junction",,"51.461931","-0.180792","6","22","4","22","2015-05-21 15:28:02","2016-08-09 13:18:02","2016-08-09 13:18:02","0","1","0","0"
"london","623","623","623","Nantes Close, Wandsworth",,"51.461931","-0.180792","2","21","9","22","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","454","454","454","Napier Avenue, Millwall",,"51.487679","-0.021582","12","20","15","20","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","131","0","0","Natural History Museum, South Kensington","Added from csv snapshot file s8_20101008","51.495593","-0.179078","26","42","33","42","2010-08-06 01:00:00","2010-10-08 01:00:00","2010-10-08 01:00:00","0","1","0","0"
"london","378","378","378","Natural History Museum, South Kensington",,"51.495593","-0.179078","23","42","38","42","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","538","538","538","Naval Row, Blackwall",,"51.508981","-0.006990","17","21","14","21","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","46","46","46","Nesham Street, Wapping",,"51.507131","-0.066910","3","16","10","16","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","332","332","332","Nevern Place, Earl's Court",,"51.493343","-0.194758","5","20","5","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","684","684","684","Neville Gill Close, Wandsworth",,"51.454753","-0.195197","5","32","13","32","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","581","581","581","New Cavendish Street, Marylebone",,"51.519167","-0.147983","11","18","4","18","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","546","546","546","New Fetter Lane, Holborn",,"51.517428","-0.107987","12","18","5","21","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","9","9","9","New Globe Walk, Bankside",,"51.507385","-0.096441","17","19","2","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","58","58","58","New Inn Yard, Shoreditch",,"51.524527","-0.079248","9","20","7","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","156","156","156","New Kent Road, Borough",,"51.494436","-0.092921","8","33","8","33","2010-08-06 01:00:00","2015-05-21 15:02:01","2015-05-21 15:02:01","0","1","0","0"
"london","156","156","156","New Kent Road, The Borough",,"51.494436","-0.092921","7","33","20","33","2015-05-21 15:04:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","327","327","327","New North Road 1, Hoxton",,"51.530950","-0.085603","12","22","9","22","2015-09-24 10:38:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","327","327","327","New North Road 1, Hoxton",,"51.531140","-0.086016","10","22","12","22","2010-08-06 01:00:00","2015-09-24 10:36:01","2015-09-24 10:36:01","0","1","0","0"
"london","328","328","328","New North Road 2, Hoxton",,"51.530950","-0.085603","7","22","13","22","2010-08-06 01:00:00","2015-09-24 10:36:01","2015-09-24 10:36:01","0","1","0","0"
"london","328","328","328","New North Road 2, Hoxton",,"51.531140","-0.086016","13","22","2","22","2015-09-24 10:38:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","205","205","205","New Road  2, Whitechapel",,"51.518144","-0.062750","27","36","0","0","2010-08-06 01:00:00","2015-07-07 08:22:01","2015-07-07 08:22:01","0","1","0","0"
"london","206","206","206","New Road 1 , Whitechapel",,"51.518154","-0.062697","30","37","18","36","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","205","0","0","New Road, 2, Whitechapel","Added from csv snapshot file s5_20110201","51.518144","-0.062750","16","36","16","36","2011-02-01 00:00:00","2011-02-01 00:00:00","2011-02-01 00:00:00","0","1","0","0"
"london","813","813","813","New Spring Gardens Walk, Vauxhall",,"51.487807","-0.122760","1","40","5","37","2016-07-04 13:56:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","530","530","530","Newby Place, Poplar",,"51.508896","-0.012413","11","18","8","18","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","71","71","71","Newgate Street , St. Paul's",,"51.515419","-0.098851","25","34","1","34","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","751","751","751","Newton Street, Covent Garden",,"51.516129","-0.120909","0","24","19","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","279","0","0","Noorth Wharf Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-03 01:24:18","2019-05-03 01:24:18","2019-05-03 01:24:18","0","1","0","0"
"london","626","626","626","Normand Park, Fulham",,"51.484387","-0.204815","10","24","5","24","2014-02-19 18:15:01","2015-05-21 15:32:02","2015-05-21 15:32:02","0","1","0","0"
"london","626","626","626","Normand Park, West Kensington",,"51.484387","-0.204815","5","24","5","24","2015-05-21 15:34:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","828","828","828","Normandy Road, Lambeth",,"51.473874","-0.112581","0","0","0","0","2018-01-15 11:42:02","2018-01-16 16:40:02",NULL,"0","0","0","0"
"london","828","828","828","Normandy Road, Stockwell",,"51.473874","-0.112581","0","32","6","32","2018-02-09 16:48:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","180","180","180","North Audley Street, Mayfair",,"51.512912","-0.153645","9","17","11","17","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","279","0","0","North Whararf Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-02 22:35:56","2019-05-02 22:35:56","2019-05-02 22:35:56","0","1","0","0"
"london","279","0","0","North Wharf  Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-02 23:46:11","2019-05-02 23:46:11","2019-05-02 23:46:11","0","1","0","0"
"london","279","279","279","North Wharf Road, Paddington",,"51.518622","-0.176646","20","25","11","25","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","279","0","0","North Wharf RRoad, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-02 23:42:27","2019-05-02 23:42:27","2019-05-02 23:42:27","0","1","0","0"
"london","279","0","0","North Whharf Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-02 22:38:00","2019-05-02 22:38:00","2019-05-02 22:38:00","0","1","0","0"
"london","593","593","593","Northdown Street, King's Cross",,"51.531066","-0.119340","10","21","19","21","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","688","688","688","Northfields, Wandsworth",,"51.460952","-0.200668","10","28","19","28","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","22","22","22","Northington Street , Holborn",,"51.522264","-0.114079","19","19","6","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","354","354","354","Northumberland Avenue, Strand",,"51.506767","-0.123702","24","37","34","37","2011-02-01 00:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","279","0","0","NorthWharf Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-02 22:51:00","2019-05-02 22:59:51","2019-05-02 22:59:51","0","1","0","0"
"london","122","122","122","Norton Folgate, Liverpool Street",,"51.521114","-0.078870","12","23","1","23","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","279","0","0","NortWharf Road, Paddington",,"51.518622","-0.176646","14","25","14","25","2019-05-02 21:59:46","2019-05-02 21:59:46","2019-05-02 21:59:46","0","1","0","0"
"london","279","0","0","Noth Wharf Road, Paddington",,"51.518622","-0.176646","15","25","15","25","2019-05-03 01:02:03","2019-05-03 01:02:03","2019-05-03 01:02:03","0","1","0","0"
"london","225","225","225","Notting Hill Gate Station, Notting Hill",,"51.509353","-0.196422","1","30","19","30","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","225","0","0","Notting Hill Gate Station, Notting Hill","Added from csv snapshot file s4_201108","51.509359","-0.196397","9","16","1","16","2010-08-06 01:00:00","2011-11-29 17:01:06",NULL,"0","1","0","0"
"london","188","188","188","Nutford Place, Marylebone",,"51.516518","-0.164394","14","18","2","18","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","216","216","216","Old Brompton Road, South Kensington",,"51.490946","-0.181191","10","16","0","30","2010-08-06 01:00:00","2020-02-04 12:30:02","2020-02-04 09:42:02","0","1","0","0"
"london","485","485","485","Old Ford Road, Bethnal Green",,"51.531127","-0.048017","14","24","7","24","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","537","537","537","Old Montague Street, Whitechapel",,"51.517930","-0.067937","6","18","10","18","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","99","99","99","Old Quebec Street, Marylebone",,"51.514578","-0.158264","12","16","0","16","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:36:02","0","1","0","0"
"london","73","73","73","Old Street Station, St. Luke's",,"51.525726","-0.088486","12","37","27","37","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","666","666","666","Olympia Way, Olympia",,"51.496101","-0.208158","5","38","1","38","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","818","818","818","One Tower Bridge, Bermondsey",,"51.503128","-0.078656","3","13","0","0","2016-05-19 15:22:01","2019-06-30 21:32:02","2019-06-30 21:08:05","0","1","0","0"
"london","782","782","782","One Tower Bridge, Southwark",,"0.000000","0.000000","0","0","0","0","2015-11-02 16:40:02","2015-11-02 16:42:01","2015-11-02 16:42:01","0","0","0","0"
"london","818","818","818","One Tower Bridge, Southwark",,"51.503128","-0.078656","0","13","3","13","2016-05-16 20:08:02","2016-05-19 15:20:02","2016-05-19 15:20:02","0","1","0","0"
"london","324","0","0","Ontario Street, Elephant & Castle","Added from csv snapshot file s5_20110201","51.496520","-0.101384","8","15","4","15","2010-08-06 01:00:00","2011-06-29 15:40:02","2011-02-01 00:00:00","0","1","0","0"
"london","324","324","324","Ontario Street, Elephant &amp; Castle",,"51.496520","-0.101384","4","15","4","15","2011-08-16 12:12:53","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","679","679","679","Orbel Street, Battersea",,"51.474535","-0.170211","3","26","5","26","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","747","747","747","Ormonde Gate, Chelsea",,"51.487964","-0.161765","7","24","10","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","165","165","165","Orsett Terrace, Bayswater",,"51.517932","-0.183717","3","15","6","15","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","685","685","685","Osiers Road, Wandsworth",,"51.460670","-0.198735","9","30","11","30","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","797","797","797","Ossulston Street, Somers Town",,"51.529300","-0.128279","0","29","18","30","2016-07-12 14:50:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","355","355","355","Oval Way, Lambeth",,"51.486575","-0.117286","18","21","15","21","2011-02-01 00:00:00","2015-05-21 15:04:01","2015-05-21 15:04:01","0","1","0","0"
"london","355","355","355","Oval Way, Vauxhall",,"51.486575","-0.117286","15","21","0","21","2015-05-21 15:06:02","2020-02-04 10:04:02","2020-02-04 09:50:03","0","1","0","0"
"london","743","743","743","Oxford Road, Putney",,"51.460792","-0.212608","14","29","12","29","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","408","408","408","Paddington Green Police Station, Paddington",,"51.519943","-0.170704","37","40","14","40","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
