"system","ucl_id","operator_intid","operator_altid","operator_name","notes","lat","lon","initial_bikes","initial_size","curr_bikes","curr_size","created_dt","updated_dt","updated_dt_nonzerobikes","pedelec","operator_installflag","operator_lockflag","operator_tempflag"
"london","259","259","259","Embankment (Horse Guards), Westminster",,"51.504946","-0.123248","23","28","0","0","2011-06-29 15:40:02","2015-06-29 12:08:02","2015-06-29 12:08:02","0","1","0","0"
"london","309","309","309","Embankment (Savoy), Strand",,"51.509631","-0.119048","39","42","35","41","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","128","128","128","Emperor's Gate, South Kensington",,"51.495362","-0.185297","9","22","4","22","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","269","269","269","Empire Square, The Borough",,"51.500823","-0.089741","18","46","9","46","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","214","214","214","Endsleigh Gardens, Euston",,"51.526838","-0.130504","8","32","25","32","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","691","691","691","Erin Close, Walham Green",,"51.479464","-0.195777","4","24","1","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","678","678","678","Esmond Street, Putney",,"51.462313","-0.211469","10","29","13","30","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","658","658","658","Ethelburga Estate, Battersea Park",,"51.477292","-0.164786","7","30","0","30","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 16:36:02","0","1","0","0"
"london","69","69","69","Euston Road, Euston",,"51.526236","-0.134408","3","21","19","24","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","795","0","0","Euston Square Gardens, Euston",,"51.527068","-0.131861","1","30","8","30","2018-09-05 11:38:04","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","711","711","711","Everington Street, Fulham",,"51.483357","-0.216306","5","31","4","31","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","29","0","0","Eversholt Street , Camden Town","Added from csv snapshot file s5_20110201","51.533005","-0.136793","9","16","7","16","2010-08-06 01:00:00","2011-02-01 00:00:00","2011-02-01 00:00:00","0","1","0","0"
"london","131","131","131","Eversholt Street , Camden Town",,"51.533005","-0.136793","1","16","11","16","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","652","652","652","Evesham Street, Avondale",,"51.511487","-0.218190","22","29","14","29","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","428","0","0","Exhibition Road","Added from csv snapshot file s7_201201","51.496957","-0.173894","0","20","0","20","2011-11-29 17:01:06","2011-11-29 17:01:06",NULL,"0","1","0","0"
"london","428","0","0","Exhibition Road Museums, Knightsbridge","Added from csv snapshot file s3_201203","51.496957","-0.173894","16","20","16","20","2012-03-12 11:20:17","2012-03-12 11:20:17","2012-03-12 11:20:17","0","1","0","0"
"london","432","432","432","Exhibition Road Museums, Knightsbridge",,"51.496957","-0.173894","21","22","20","22","2013-07-09 11:26:09","2018-05-16 11:02:02","2018-05-16 11:02:02","0","1","0","0"
"london","428","428","428","Exhibition Road Museums, Knightsbridge",,"51.499917","-0.174554","0","20","2","20","2018-04-26 23:02:03","2018-05-08 16:48:03","2018-05-08 16:48:03","0","1","0","0"
"london","428","428","428","Exhibition Road Museums, Knightsbridge 1",,"51.499917","-0.174554","6","20","6","20","2018-05-08 16:50:03","2018-05-08 16:50:03","2018-05-08 16:50:03","0","1","0","0"
"london","432","432","432","Exhibition Road Museums, South Kensington",,"51.496957","-0.173894","18","22","1","22","2015-05-21 15:38:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","428","428","428","Exhibition Road, Knightsbridge",,"51.499917","-0.174554","0","20","7","20","2015-01-12 21:14:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","432","432","432","Exhibition Road, South Kensington",,"51.496957","-0.173894","0","22","3","22","2018-04-26 23:00:03","2018-05-08 16:48:03","2018-05-08 16:48:03","0","1","0","0"
"london","428","428","428","Exhibition Road, South Kensington",,"51.499917","-0.174554","19","20","14","20","2013-07-09 11:26:09","2018-05-16 11:02:02","2018-05-16 11:02:02","0","1","0","0"
"london","638","638","638","Falcon Road, Clapham Junction",,"51.466634","-0.169821","24","28","26","28","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","96","96","96","Falkirk Street, Hoxton",,"51.530951","-0.078505","7","26","10","26","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","31","31","31","Fanshaw Street, Hoxton",,"51.529537","-0.083353","12","34","5","36","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","382","382","382","Farm Street, Mayfair",,"51.509352","-0.147450","10","15","10","15","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","72","72","72","Farringdon Lane, Clerkenwell",,"51.523520","-0.108340","5","16","3","16","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","835","0","0","Farringdon Street, Holborn",,"51.516785","-0.104948","5","25","20","25","2018-10-18 12:04:03","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","236","236","236","Fashion Street, Whitechapel",,"51.518380","-0.073439","15","30","20","30","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","642","642","642","Fawcett Close, Battersea",,"51.469162","-0.174486","20","36","0","36","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 15:20:02","0","1","0","0"
"london","642","642","642","Fawcett Close, Clapham Junction",,"51.469162","-0.174486","19","36","5","36","2015-05-21 15:30:02","2016-08-09 13:18:02","2016-08-09 13:18:02","0","1","0","0"
"london","693","693","693","Felsham Road, Putney",,"51.464786","-0.215619","17","18","10","18","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","832","0","0","Ferndale Road, Brixton",,"51.464019","-0.115782","10","30","6","30","2019-08-05 14:34:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","832","832","832","Ferndale Road, Brixton. ",,"51.464019","-0.115782","3","30","11","30","2018-02-08 10:48:02","2019-08-05 14:32:02","2019-08-05 14:32:02","0","1","0","0"
"london","615","615","615","Finlay Street, Fulham",,"51.476885","-0.215896","3","18","2","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","722","722","722","Finnis Street, Bethnal Green",,"51.524584","-0.058631","2","19","5","19","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","55","55","55","Finsbury Circus, Liverpool Street",,"51.517075","-0.086686","6","32","30","33","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","107","107","107","Finsbury Leisure Centre, St. Luke's",,"51.526008","-0.096318","2","20","14","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","51","51","51","Finsbury Library , Finsbury",,"51.526718","-0.104298","11","29","10","29","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","140","140","140","Finsbury Square , Moorgate",,"51.520963","-0.085634","17","33","22","33","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","387","387","387","Fire Brigade Pier, Vauxhall",,"51.493700","-0.121394","21","30","17","30","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","448","448","448","Fisherman's Walk West, Canary Wharf",,"51.506230","-0.022960","31","36","22","36","2015-05-21 14:58:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","448","448","448","Fishermans Walk West, Canary Wharf",,"51.506230","-0.022960","23","36","31","36","2012-03-12 11:20:17","2015-05-21 14:56:02","2015-05-21 14:56:02","0","1","0","0"
"london","480","480","480","Flamborough Street, Limehouse",,"51.512871","-0.038987","12","25","23","25","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","345","345","345","Flood Street, Chelsea",,"51.488024","-0.166879","2","18","21","33","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","311","311","311","Foley Street, Fitzrovia",,"51.519181","-0.140486","19","24","13","24","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","517","517","517","Ford Road, Old Ford",,"51.532513","-0.033085","13","18","4","17","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","838","0","0","Fore Street Avenue, Guildhall",,"15.518093","-0.091402","0","0","0","0","2018-08-29 11:32:03","2018-08-29 11:32:03",NULL,"0","0","1","0"
"london","509","0","0","Fore Street Avenue, Guildhall","Added from csv snapshot file s3_201203","51.517842","-0.090075","16","19","16","19","2012-03-12 11:20:17","2012-03-12 11:20:17","2012-03-12 11:20:17","0","1","0","0"
"london","302","0","0","Fore Street Avenue, Guildhall","Added from csv snapshot file s4_201108","51.517920","-0.090425","23","26","13","26","2010-08-06 01:00:00","2011-11-29 17:01:06","2011-08-16 12:12:53","0","1","0","0"
"london","838","0","0","Fore Street Avenue, Guildhall",,"51.518093","-0.091402","2","25","15","25","2018-10-11 11:10:05","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","509","509","509","Fore Street, Guildhall",,"51.517842","-0.090075","19","19","10","19","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","508","508","508","Fournier Street, Whitechapel",,"51.519362","-0.074431","2","18","14","18","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","238","238","238","Frampton Street, Paddington",,"51.523353","-0.175116","22","32","2","32","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","741","741","741","Freston Road, Avondale",,"51.512981","-0.219487","8","23","15","23","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","383","383","383","Frith Street, Soho",,"51.513103","-0.131214","17","18","18","18","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","737","737","737","Fulham Broadway, Walham Green",,"51.479933","-0.194117","17","26","12","26","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","597","597","597","Fulham Park Road, Fulham",,"51.473471","-0.207820","7","26","8","27","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","499","499","499","Furze Green, Bow",,"51.519265","-0.021345","26","36","11","36","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","453","453","453","Garnet Street, Shadwell",,"51.508447","-0.055167","1","24","15","24","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","834","0","0","Gas Holders, Battersea Park",,"51.477966","-0.147857","0","26","6","26","2019-01-21 10:12:04","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","549","549","549","Gaywood  Street, Elephant &amp; Castle",,"51.496050","-0.104193","25","45","12","45","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","5","0","0","George Place Mews, Marylebone","Added from csv snapshot file s5_20110201","51.516893","-0.158250","10","16","5","16","2010-08-06 01:00:00","2011-02-01 00:00:00","2011-02-01 00:00:00","0","1","0","0"
"london","403","403","403","George Place Mews, Marylebone",,"51.516893","-0.158250","8","16","8","16","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","400","400","400","George Street, Marylebone",,"51.517703","-0.154106","14","27","0","0","2011-06-29 15:40:02","2020-01-17 20:48:02","2020-01-17 19:50:03","0","1","0","0"
"london","297","0","0","Geraldine Street, Elephant & Castle","Added from csv snapshot file s5_20110201","51.496128","-0.106001","7","17","9","17","2010-08-06 01:00:00","2011-06-29 15:40:02",NULL,"0","1","0","0"
"london","297","297","297","Geraldine Street, Elephant &amp; Castle",,"51.496128","-0.106001","0","17","13","17","2011-08-16 12:12:53","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","577","577","577","Globe Town Market, Bethnal Green",,"51.528869","-0.047548","3","20","8","20","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","535","535","535","Gloucester Avenue, Camden Town",,"51.537349","-0.147154","1","24","14","24","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","113","113","113","Gloucester Road (Central), South Kensington",,"51.496463","-0.183289","8","19","6","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","97","97","97","Gloucester Road (North), Kensington",,"51.497925","-0.183835","11","16","8","18","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"5.494186","-0.182671","13","15","13","15","2019-05-02 19:17:18","2019-05-02 19:17:18","2019-05-02 19:17:18","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.491857","-0.182671","11","15","11","15","2019-05-02 20:10:04","2019-05-02 20:10:04","2019-05-02 20:10:04","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494142","-0.182671","11","15","11","15","2019-05-02 20:20:12","2019-05-02 20:20:12","2019-05-02 20:20:12","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494186","-0.186709","5","15","5","15","2019-05-03 04:18:13","2019-05-03 04:18:13","2019-05-03 04:18:13","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494186","-0.182940","10","15","10","15","2019-05-02 17:24:04","2019-05-02 17:24:04","2019-05-02 17:24:04","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494186","-0.182674","5","15","5","15","2019-05-03 02:52:08","2019-05-03 02:52:08","2019-05-03 02:52:08","0","1","0","0"
"london","82","0","0","Gloucester Road Station, South Kensington","Added from csv snapshot file s5_20110201","51.494186","-0.182671","10","15","3","15","2010-08-06 01:00:00","2011-02-01 00:00:00","2011-02-01 00:00:00","0","1","0","0"
"london","405","405","405","Gloucester Road Station, South Kensington",,"51.494186","-0.182671","5","15","7","15","2011-06-29 15:40:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494186","-0.182267","5","15","5","15","2019-05-03 04:15:10","2019-05-03 04:15:10","2019-05-03 04:15:10","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494186","0.182671","11","15","11","15","2019-05-02 21:09:43","2019-05-02 21:09:43","2019-05-02 21:09:43","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.494942","-0.182671","13","15","13","15","2019-05-02 18:42:28","2019-05-02 18:42:28","2019-05-02 18:42:28","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"51.941857","-0.182671","10","15","10","15","2019-05-02 19:51:19","2019-05-02 19:51:19","2019-05-02 19:51:19","0","1","0","0"
"london","405","0","0","Gloucester Road Station, South Kensington",,"511.494186","-0.182671","12","15","12","15","2019-05-02 20:26:16","2019-05-02 20:26:16","2019-05-02 20:26:16","0","1","0","0"
"london","343","0","0","Gloucester Slips Car Park, Regent's Park","Added from csv snapshot file s4_201108","51.536922","-0.150181","8","36","3","36","2010-10-08 01:00:00","2011-11-29 17:01:06","2011-08-16 12:12:53","0","1","0","0"
"london","243","243","243","Gloucester Street, Pimlico",,"51.490963","-0.139625","16","25","24","25","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","176","176","176","Gloucester Terrace, Bayswater",,"51.517919","-0.188099","0","23","10","23","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","48","48","48","Godliman Street, St. Paul's",,"51.512484","-0.099141","11","25","11","25","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","54","54","54","Golden Lane, Barbican",,"51.521748","-0.094475","4","27","10","27","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","129","129","129","Golden Square, Soho",,"51.511897","-0.137044","14","18","1","18","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","534","534","534","Goldsmith's Row, Haggerston",,"51.531864","-0.066035","1","27","10","27","2015-05-21 14:58:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","534","534","534","Goldsmiths Row, Haggerston",,"51.531864","-0.066035","9","27","1","27","2012-03-12 11:20:17","2015-05-21 14:56:02","2015-05-21 14:56:02","0","1","0","0"
"london","804","804","804","Good's Way, Camden",,"51.534668","-0.125079","1","27","7","27","2016-03-31 09:50:02","2016-03-31 14:00:01","2016-03-31 14:00:01","0","1","0","0"
"london","804","804","804","Good's Way, King's Cross",,"51.534668","-0.125079","8","27","14","27","2016-03-31 14:02:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","344","344","344","Goswell Road (City Uni), Finsbury",,"51.528246","-0.101026","6","17","9","17","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","65","65","65","Gower Place , Euston",,"51.525228","-0.135189","1","17","7","17","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","53","53","53","Grafton Street, Mayfair",,"51.509992","-0.143495","8","18","10","18","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","326","326","326","Graham Street, Angel",,"51.532662","-0.099981","4","26","2","26","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","486","486","486","Granby Street, Shoreditch",,"51.525645","-0.069543","0","37","11","37","2012-03-12 11:20:17","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","672","672","672","Grant Road Central, Clapham Junction",,"51.464688","-0.173657","14","28","0","0","2014-02-19 18:15:01","2018-11-18 08:52:04","2018-11-18 08:24:04","0","1","0","0"
"london","735","735","735","Grant Road East, Clapham Junction",,"51.464894","-0.173029","26","35","28","28","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","659","659","659","Grant Road West, Clapham Junction",,"51.464371","-0.174619","32","56","0","0","2014-02-19 18:15:01","2018-11-18 09:18:04","2018-11-18 08:24:04","0","1","0","0"
"london","61","61","61","Great Dover Street, Borough",,"51.497383","-0.089447","19","33","11","33","2010-08-06 01:00:00","2015-05-21 15:02:01","2015-05-21 15:02:01","0","1","0","0"
"london","61","61","61","Great Dover Street, The Borough",,"51.497383","-0.089447","11","33","0","33","2015-05-21 15:04:01","2020-02-14 17:38:02","2020-02-14 16:28:02","0","1","0","0"
"london","159","159","159","Great Marlborough Street, Soho",,"51.514620","-0.137841","25","26","1","39","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","227","227","227","Great Percy Street, Clerkenwell",,"51.528916","-0.115481","3","23","18","23","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","15","15","15","Great Russell Street, Bloomsbury",,"51.517727","-0.127854","18","26","0","26","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:22:02","0","1","0","0"
"london","645","645","645","Great Suffolk Street, The Borough",,"51.501732","-0.100292","5","21","1","21","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","81","81","81","Great Titchfield Street, Fitzrovia",,"51.520253","-0.141327","8","19","9","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.298964","0","24","0","24","2019-05-02 21:07:21","2019-05-02 21:07:21",NULL,"0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.089896","0","24","0","24","2019-05-02 21:09:19","2019-05-02 21:09:19",NULL,"0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082999","2","24","0","24","2019-05-02 20:49:13","2019-05-02 21:20:19","2019-05-02 20:49:13","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082996","0","24","0","24","2019-05-02 20:54:22","2019-05-02 20:54:22",NULL,"0","1","0","0"
"london","199","199","199","Great Tower Street, Monument",,"51.510485","-0.082990","20","24","9","24","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082989","0","24","0","24","2019-05-03 02:44:16","2019-05-03 03:20:09",NULL,"0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082986","0","24","0","24","2019-05-03 01:40:35","2019-05-03 02:03:39",NULL,"0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082964","3","24","3","24","2019-05-02 20:45:16","2019-05-02 20:45:16","2019-05-02 20:45:16","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082896","1","24","1","24","2019-05-02 20:50:24","2019-05-02 20:50:24","2019-05-02 20:50:24","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.082299","3","24","3","24","2019-05-02 20:35:24","2019-05-02 20:35:24","2019-05-02 20:35:24","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.080830","3","24","3","24","2019-05-02 20:36:10","2019-05-02 20:36:10","2019-05-02 20:36:10","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.029896","2","24","2","24","2019-05-02 20:10:02","2019-05-02 20:10:02","2019-05-02 20:10:02","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","-0.008299","3","24","3","24","2019-05-02 20:40:16","2019-05-02 20:40:16","2019-05-02 20:40:16","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510485","0.082990","1","24","1","24","2019-05-02 19:18:58","2019-05-02 19:54:15","2019-05-02 19:54:15","0","1","0","0"
"london","199","0","0","Great Tower Street, Monument",,"51.510900","-0.082990","0","24","0","24","2019-05-02 19:41:03","2019-05-02 19:41:03",NULL,"0","1","0","0"
"london","541","541","541","Green Park Station, Mayfair",,"51.506613","-0.142844","26","28","9","28","2015-05-21 13:50:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","541","541","541","Green Park Station, West End",,"51.506613","-0.142844","23","28","26","28","2012-03-12 11:20:17","2015-05-21 13:48:01","2015-05-21 13:48:01","0","1","0","0"
"london","138","138","138","Green Street, Mayfair",,"51.512276","-0.157437","12","19","2","19","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","590","0","0","Greenberreet, St.John's Wood",,"51.532560","-0.168620","3","26","3","26","2019-05-02 18:36:45","2019-05-02 18:36:45","2019-05-02 18:36:45","0","1","0","0"
"london","590","590","590","Greenberry Street, St.John's Wood",,"51.532560","-0.168620","2","26","2","26","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","590","0","0","Greenberry Stt, St.John's Wood",,"51.532560","-0.168620","3","26","3","26","2019-05-02 18:40:13","2019-05-02 18:40:13","2019-05-02 18:40:13","0","1","0","0"
"london","590","0","0","Greenbnberry Street, St.John's Wood",,"51.532560","-0.168620","3","26","3","26","2019-05-02 20:36:09","2019-05-02 20:36:09","2019-05-02 20:36:09","0","1","0","0"
"london","572","572","572","Greenland Road, Camden Town",,"51.539099","-0.141728","17","36","32","36","2013-07-09 11:26:09","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","754","754","754","Grenfell Road, Avondale",,"51.512901","-0.214763","15","24","17","24","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","353","353","353","Greycoat Street , Westminster",,"51.494591","-0.134234","3","17","7","17","2011-02-01 00:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","635","635","635","Greyhound Road, Hammersmith",,"51.486062","-0.214428","2","37","11","37","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","207","207","207","Grosvenor Crescent, Belgravia",,"51.501353","-0.153195","5","18","13","18","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","245","245","245","Grosvenor Road, Pimlico",,"51.485357","-0.142207","22","29","15","29","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","348","348","348","Grosvenor Square, Mayfair",,"51.512170","-0.150481","12","17","7","17","2010-10-08 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","312","312","312","Grove End Road, St. John's Wood",,"51.530889","-0.176771","7","20","2","20","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","161","161","161","Guildhouse Street, Victoria",,"51.492346","-0.141334","12","16","0","0","2010-08-06 01:00:00","2020-01-15 08:22:02","2020-01-15 08:14:02","0","1","0","0"
"london","57","57","57","Guilford Street , Bloomsbury",,"51.523347","-0.120203","17","23","17","32","2010-08-06 01:00:00","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","459","459","459","Gun Makers Lane, Old Ford",,"51.535179","-0.033380","5","17","1","17","2012-03-12 11:20:17","2015-05-21 15:02:01","2015-05-21 15:02:01","0","1","0","0"
"london","459","459","459","Gunmakers Lane, Old Ford",,"51.535179","-0.033380","1","17","9","17","2015-05-21 15:04:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","770","770","770","Gwendwr Road, West Kensington",,"51.491026","-0.209121","14","30","8","30","2015-01-12 21:14:02","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","749","749","749","Haggerston Road, Haggerston ",,"51.539329","-0.074285","27","37","8","37","2014-02-19 18:15:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
"london","782","782","782","Halford Road, Fulham",,"51.483911","-0.197609","0","24","16","24","2015-11-24 15:24:01","2016-04-01 11:50:01","2016-04-01 11:50:01","0","1","0","0"
"london","782","782","782","Halford Road, Fulham",,"51.483911","0.197609","0","24","0","24","2015-11-24 15:18:02","2015-11-24 15:22:02","2015-11-24 15:22:02","0","1","0","0"
"london","782","782","782","Halford Road, West Kensington",,"51.483911","-0.197609","16","24","8","24","2016-04-01 11:52:01","2020-02-14 17:38:02","2020-02-14 17:38:02","0","1","0","0"
